price,age,hp_kW,km,Gearing_Type,make_model
24390,0.0,110.0,630.0,Automatic,Opel Astra
10100,2.0,100.0,107235.0,Automatic,Opel Insignia
23850,0.0,110.0,1647.3626086956522,Manual,Audi A3
8750,2.0,51.0,25700.0,Manual,Opel Corsa
19900,1.0,81.0,32000.0,Automatic,Audi A3
21445,1.0,70.0,11042.0,Automatic,Audi A1
24750,0.0,85.0,1647.3626086956522,Automatic,Audi A1
15400,2.0,100.0,23145.0,Automatic,Opel Astra
12980,2.0,66.0,20543.0,Automatic,Opel Corsa
19497,0.0,70.0,1647.3626086956522,Manual,Audi A1
10900,3.0,81.0,70000.0,Manual,Opel Astra
14950,2.0,60.0,32978.0,Manual,Audi A1
20950,1.0,85.0,19467.0,Manual,Audi A3
15900,3.0,81.0,55000.0,Automatic,Audi A3
37870,0.0,165.0,100.0,Automatic,Renault Espace
18450,0.0,81.0,320.0,Manual,Opel Astra
36990,0.0,147.0,10.0,Automatic,Opel Insignia
15599,2.0,70.0,5334.0,Manual,Audi A1
38200,1.0,118.0,10020.0,Automatic,Renault Espace
39990,0.0,125.0,5555.0,Automatic,Opel Insignia
18798,0.0,77.0,1647.3626086956522,Manual,Opel Astra
35970,0.0,125.0,356.0,Automatic,Opel Insignia
13990,1.0,66.0,15150.0,Automatic,Opel Corsa
29900,2.0,135.0,70000.0,Semi-automatic,Audi A3
22500,2.0,85.0,36000.0,Semi-automatic,Audi A3
29385,1.0,165.0,21123.0,Automatic,Renault Espace
22500,1.0,85.0,11061.0,Automatic,Audi A3
7900,2.0,55.0,26255.0,Manual,Renault Clio
20900,1.0,103.0,24000.0,Manual,Opel Insignia
9999,0.0,56.0,10.0,Manual,Renault Clio
25400,0.0,85.0,1647.3626086956522,Automatic,Audi A3
26790,0.0,110.0,10.0,Automatic,Audi A3
11500,1.0,77.0,48000.0,Manual,Opel Astra
11300,0.0,51.0,10.0,Manual,Opel Corsa
25539,0.0,110.0,1.0,Automatic,Audi A3
24490,0.0,85.0,15500.0,Automatic,Audi A1
43911,0.0,147.0,1647.3626086956522,Automatic,Renault Espace
17900,0.0,110.0,7.0,Automatic,Opel Astra
22247,1.0,85.0,13894.0,Automatic,Audi A1
17990,3.0,118.0,83425.0,Automatic,Renault Espace
22400,1.0,125.0,53923.0,Automatic,Opel Insignia
21290,1.0,85.0,20000.0,Automatic,Audi A3
15850,2.0,92.0,17768.0,Manual,Audi A1
11700,2.0,81.0,50715.0,Manual,Opel Astra
21500,1.0,85.0,30925.0,Manual,Audi A3
14800,1.0,100.0,29675.0,Manual,Opel Astra
18380,1.0,100.0,8200.0,Automatic,Opel Astra
16750,1.0,85.0,19805.0,Manual,Audi A1
10980,3.0,77.0,23400.0,Manual,Opel Astra
14300,1.0,66.0,10.0,Automatic,Opel Corsa
21375,0.0,85.0,33.0,Manual,Audi A3
29990,1.0,165.0,21678.0,Automatic,Renault Espace
15199,1.0,60.0,17500.0,Manual,Audi A1
21140,1.0,66.0,20.0,Automatic,Audi A1
16182,2.0,100.0,14069.0,Manual,Opel Insignia
9500,3.0,81.0,92000.0,Manual,Opel Astra
11700,2.0,81.0,54011.0,Manual,Opel Astra
19977,1.0,85.0,10775.0,Automatic,Audi A1
14990,0.0,66.0,12.0,Automatic,Opel Corsa
20457,2.0,92.0,12123.0,Automatic,Audi A1
15890,3.0,110.0,56813.0,Automatic,Opel Astra
14999,3.0,110.0,148818.0,Automatic,Audi A3
21900,0.0,85.0,1.0,Manual,Audi A3
9680,2.0,54.0,50000.0,Manual,Renault Clio
16485,1.0,60.0,6030.0,Manual,Audi A1
13890,1.0,66.0,7110.0,Automatic,Opel Corsa
18500,3.0,81.0,100000.0,Semi-automatic,Audi A3
8980,3.0,100.0,230928.0,Automatic,Opel Astra
19750,1.0,121.0,28382.0,Manual,Opel Insignia
14960,0.0,66.0,10.0,Automatic,Opel Corsa
15500,3.0,81.0,123226.0,Manual,Audi A3
12890,1.0,66.0,20420.0,Automatic,Opel Corsa
26100,0.0,85.0,11.0,Automatic,Audi A1
11400,0.0,51.0,4100.0,Manual,Opel Corsa
21400,2.0,92.0,15201.0,Automatic,Audi A1
18999,1.0,85.0,32400.0,Manual,Audi A3
10979,0.0,51.0,10.0,Manual,Opel Corsa
13500,3.0,92.0,100832.0,Manual,Audi A3
35990,1.0,165.0,22987.0,Automatic,Renault Espace
8300,2.0,51.0,59217.0,Manual,Opel Corsa
19950,1.0,85.0,21592.0,Manual,Audi A3
26300,0.0,85.0,10.0,Automatic,Audi A1
16700,2.0,85.0,53700.0,Manual,Audi A3
16445,1.0,66.0,26596.0,Manual,Audi A1
10799,0.0,56.0,10.0,Manual,Renault Clio
17900,2.0,81.0,100812.0,Automatic,Audi A3
9900,1.0,55.0,18416.0,Manual,Opel Corsa
34990,0.0,100.0,5990.0,Manual,Opel Insignia
9800,1.0,66.0,9800.0,Manual,Opel Corsa
23475,0.0,85.0,6.0,Automatic,Audi A1
9999,1.0,54.0,3000.0,Manual,Renault Clio
16490,3.0,125.0,63305.0,Automatic,Opel Insignia
22900,0.0,70.0,20.0,Automatic,Audi A1
15090,3.0,85.0,63668.0,Automatic,Audi A1
18500,2.0,81.0,54000.0,Semi-automatic,Audi A3
15900,3.0,81.0,89346.0,Manual,Audi A3
12450,3.0,103.0,40000.0,Manual,Opel Insignia
17731,2.0,85.0,88134.0,Manual,Audi A3
18450,1.0,110.0,30200.0,Automatic,Opel Astra
14499,2.0,101.0,82751.0,Manual,Opel Insignia
33590,0.0,121.0,1574.0,Automatic,Opel Insignia
7480,3.0,51.0,55800.0,Manual,Opel Corsa
10890,0.0,66.0,1700.0,Manual,Opel Corsa
17990,2.0,81.0,33330.0,Manual,Audi A3
19490,0.0,66.0,1647.3626086956522,Automatic,Renault Clio
7489,3.0,51.0,33725.0,Manual,Opel Corsa
26390,0.0,100.0,1647.3626086956522,Automatic,Opel Insignia
15450,1.0,100.0,29164.0,Manual,Opel Astra
17890,3.0,70.0,12500.0,Automatic,Audi A1
43500,0.0,147.0,5.0,Automatic,Renault Espace
7990,3.0,81.0,127000.0,Manual,Opel Astra
22490,0.0,85.0,10.0,Manual,Audi A3
17500,3.0,81.0,55000.0,Semi-automatic,Audi A3
41900,0.0,118.0,5000.0,Automatic,Renault Espace
10590,3.0,66.0,34000.0,Automatic,Renault Clio
17900,3.0,81.0,47812.0,Automatic,Audi A3
27228,0.0,122.0,1.0,Automatic,Opel Insignia
10550,3.0,100.0,112388.0,Automatic,Opel Astra
18190,0.0,92.0,2835.0,Manual,Opel Astra
7880,2.0,52.0,45065.0,Manual,Opel Corsa
16000,2.0,100.0,16614.0,Automatic,Opel Astra
18500,1.0,85.0,14493.0,Automatic,Audi A1
9500,1.0,55.0,39500.0,Manual,Opel Corsa
35780,0.0,165.0,4000.0,Automatic,Renault Espace
47580,0.0,147.0,2000.0,Automatic,Renault Espace
15830,3.0,110.0,81103.0,Manual,Audi A3
13524,0.0,66.0,5.0,Automatic,Opel Corsa
8800,2.0,81.0,55000.0,Manual,Opel Astra
24288,0.0,110.0,10.0,Manual,Audi A3
8990,2.0,55.0,30449.0,Manual,Renault Clio
25200,0.0,85.0,10.0,Automatic,Audi A1
17490,3.0,81.0,62000.0,Semi-automatic,Audi A3
19400,2.0,85.0,16000.0,Manual,Audi A3
37599,0.0,191.0,20000.0,Automatic,Opel Insignia
16900,3.0,81.0,35000.0,Automatic,Audi A3
20700,1.0,70.0,9990.0,Automatic,Audi A1
23021,1.0,162.0,50.0,Automatic,Renault Clio
16890,1.0,66.0,26275.0,Manual,Audi A1
7470,3.0,51.0,34900.0,Manual,Opel Corsa
18690,0.0,81.0,5500.0,Manual,Opel Astra
19990,1.0,121.0,24900.0,Manual,Opel Insignia
22000,3.0,110.0,63000.0,Semi-automatic,Audi A3
16225,0.0,66.0,100.0,Automatic,Opel Corsa
15890,3.0,110.0,31265.0,Automatic,Opel Astra
18899,2.0,110.0,51376.0,Manual,Audi A3
12625,1.0,66.0,18600.0,Automatic,Opel Corsa
15980,3.0,85.0,71200.0,Manual,Audi A3
10950,3.0,81.0,64868.0,Manual,Opel Astra
23200,0.0,85.0,1.0,Manual,Audi A3
13999,3.0,66.0,76000.0,Manual,Audi A1
10900,3.0,81.0,45800.0,Manual,Opel Astra
18900,1.0,85.0,9466.0,Automatic,Audi A1
22290,0.0,85.0,3000.0,Manual,Audi A1
36500,0.0,100.0,1647.3626086956522,Automatic,Opel Insignia
22490,0.0,70.0,10.0,Manual,Audi A1
18900,2.0,85.0,31085.0,Manual,Audi A3
10750,1.0,55.0,19875.0,Manual,Renault Clio
19190,0.0,87.0,50.0,Automatic,Renault Clio
20550,2.0,81.0,20416.0,Automatic,Audi A3
9508,1.0,51.0,10.0,Manual,Opel Corsa
37995,0.0,147.0,10.0,Automatic,Opel Astra
14490,0.0,66.0,10.0,Automatic,Opel Corsa
19940,0.0,110.0,6312.0,Automatic,Opel Astra
14495,0.0,66.0,3000.0,Automatic,Renault Clio
18980,0.0,92.0,1000.0,Manual,Opel Astra
8690,3.0,81.0,90000.0,Manual,Opel Astra
7950,3.0,51.0,21500.0,Manual,Opel Corsa
22300,0.0,85.0,5586.0,Manual,Audi A3
8900,2.0,66.0,69000.0,Manual,Opel Corsa
14999,2.0,101.0,81167.0,Automatic,Opel Insignia
20950,1.0,70.0,7439.0,Automatic,Audi A1
7990,3.0,55.0,87030.0,Manual,Renault Clio
27980,0.0,85.0,9000.0,Automatic,Audi A1
17950,3.0,100.0,42000.0,Automatic,Opel Insignia
18990,1.0,85.0,41000.0,Manual,Audi A3
38490,0.0,147.0,10.0,Automatic,Opel Insignia
18400,1.0,85.0,14770.0,Automatic,Audi A1
19397,1.0,125.0,10600.0,Manual,Opel Insignia
17590,0.0,77.0,5.0,Manual,Opel Astra
21750,0.0,70.0,1647.3626086956522,Manual,Audi A1
18480,1.0,110.0,10100.0,Automatic,Opel Astra
16999,3.0,81.0,65000.0,Automatic,Audi A3
24570,1.0,125.0,29700.0,Automatic,Opel Insignia
16850,3.0,66.0,36400.0,Automatic,Audi A1
17890,0.0,66.0,10.0,Manual,Opel Astra
10600,3.0,70.0,55000.0,Manual,Audi A1
13189,0.0,77.0,101.0,Manual,Renault Duster
18900,2.0,81.0,36348.0,Manual,Audi A3
22329,0.0,70.0,201.0,Manual,Audi A1
17500,3.0,118.0,93000.0,Semi-automatic,Renault Espace
15450,0.0,66.0,46.0,Automatic,Opel Corsa
9990,3.0,66.0,26650.0,Automatic,Opel Corsa
9850,2.0,54.0,31000.0,Manual,Renault Clio
22900,0.0,70.0,1647.3626086956522,Manual,Audi A1
7600,3.0,55.0,60000.0,Manual,Renault Clio
15990,3.0,81.0,79990.0,Manual,Audi A3
17990,2.0,100.0,27121.0,Manual,Opel Insignia
13890,3.0,70.0,29600.0,Manual,Audi A1
31990,1.0,165.0,26585.0,Automatic,Renault Espace
28001,0.0,147.0,1647.3626086956522,Automatic,Opel Insignia
14870,1.0,87.0,24473.0,Automatic,Renault Clio
10350,3.0,81.0,111450.0,Manual,Opel Astra
17980,0.0,110.0,17200.0,Manual,Opel Astra
9200,2.0,66.0,23300.0,Automatic,Opel Corsa
27300,0.0,85.0,1647.3626086956522,Automatic,Audi A3
24890,0.0,85.0,25.0,Automatic,Audi A3
14990,3.0,87.0,28517.0,Automatic,Renault Clio
8490,3.0,81.0,166726.0,Manual,Opel Astra
13999,3.0,100.0,64000.0,Automatic,Opel Astra
17950,2.0,125.0,73077.0,Manual,Opel Insignia
25125,0.0,85.0,51.0,Manual,Audi A3
13500,3.0,118.0,152736.0,Automatic,Renault Espace
15980,3.0,85.0,44300.0,Automatic,Audi A1
14800,1.0,100.0,25561.0,Manual,Opel Astra
16500,1.0,88.0,80009.0,Automatic,Renault Clio
21500,1.0,85.0,17400.0,Manual,Audi A3
18000,0.0,85.0,1647.3626086956522,Manual,Audi A1
26500,3.0,135.0,90000.0,Semi-automatic,Audi A3
14990,3.0,81.0,47400.0,Manual,Audi A3
9500,3.0,125.0,222346.0,Manual,Opel Insignia
21950,3.0,110.0,98857.0,Semi-automatic,Audi A3
23362,0.0,103.0,1647.3626086956522,Manual,Opel Insignia
10490,1.0,55.0,8358.0,Manual,Renault Clio
21150,1.0,121.0,21460.0,Automatic,Opel Insignia
9990,0.0,51.0,5.0,Manual,Opel Corsa
24250,1.0,125.0,20162.0,Automatic,Opel Insignia
14970,1.0,77.0,9200.0,Manual,Opel Astra
13189,0.0,77.0,1647.3626086956522,Manual,Renault Duster
29590,0.0,100.0,607.0,Manual,Opel Insignia
14990,2.0,70.0,9600.0,Automatic,Audi A1
16500,1.0,70.0,18000.0,Manual,Audi A1
14430,2.0,70.0,13990.0,Manual,Audi A1
27600,0.0,85.0,196.0,Automatic,Audi A1
15000,3.0,81.0,174000.0,Manual,Audi A3
22560,1.0,70.0,17300.0,Automatic,Audi A1
37490,0.0,154.0,10.0,Automatic,Opel Insignia
13490,3.0,67.0,45733.0,Manual,Audi A1
15689,2.0,70.0,32571.0,Manual,Audi A1
10950,3.0,66.0,9420.0,Automatic,Opel Corsa
16490,1.0,87.0,12210.0,Automatic,Renault Clio
16480,1.0,60.0,4150.0,Manual,Audi A1
13990,1.0,66.0,9500.0,Automatic,Opel Corsa
21600,1.0,85.0,17544.0,Manual,Audi A3
19770,2.0,85.0,28865.0,Manual,Audi A3
8800,2.0,55.0,110733.0,Manual,Renault Clio
14990,3.0,87.0,27900.0,Automatic,Renault Clio
24470,1.0,125.0,20730.0,Automatic,Opel Insignia
16740,0.0,66.0,6.0,Automatic,Opel Corsa
15990,1.0,87.0,18199.0,Automatic,Renault Clio
10848,0.0,51.0,3.0,Manual,Opel Corsa
23300,1.0,125.0,32430.0,Automatic,Opel Insignia
8490,2.0,66.0,65372.0,Manual,Renault Clio
15889,0.0,66.0,10.0,Automatic,Opel Corsa
17490,0.0,66.0,10.0,Manual,Opel Astra
23950,1.0,100.0,16095.0,Automatic,Opel Insignia
26970,0.0,110.0,11000.0,Automatic,Audi A3
11290,0.0,51.0,10.0,Manual,Opel Corsa
17500,0.0,81.0,5.0,Manual,Opel Astra
18900,2.0,81.0,45100.0,Manual,Audi A3
14950,2.0,100.0,67623.0,Automatic,Opel Astra
17220,3.0,125.0,75185.0,Automatic,Opel Insignia
36990,0.0,125.0,3000.0,Automatic,Opel Insignia
11250,3.0,66.0,19101.0,Automatic,Opel Corsa
12900,3.0,100.0,80000.0,Automatic,Opel Insignia
26990,0.0,85.0,1000.0,Automatic,Audi A1
9970,2.0,54.0,42500.0,Manual,Renault Clio
22900,0.0,85.0,1.0,Automatic,Audi A3
10400,2.0,92.0,91500.0,Manual,Opel Astra
11690,3.0,66.0,13200.0,Automatic,Opel Corsa
24900,0.0,85.0,10.0,Automatic,Audi A3
22940,1.0,71.0,18900.0,Automatic,Audi A1
13250,3.0,70.0,65000.0,Automatic,Audi A1
10790,3.0,66.0,27600.0,Automatic,Opel Corsa
17700,2.0,125.0,64000.0,Automatic,Opel Insignia
19770,2.0,85.0,33394.0,Automatic,Audi A3
15500,3.0,81.0,88000.0,Manual,Audi A3
18490,3.0,81.0,54250.0,Automatic,Audi A3
7900,2.0,55.0,19282.0,Manual,Renault Clio
24490,1.0,121.0,19166.0,Automatic,Opel Insignia
15190,0.0,66.0,5.0,Automatic,Opel Corsa
22180,1.0,125.0,33660.0,Automatic,Opel Insignia
6500,2.0,51.0,56715.0,Manual,Opel Corsa
14990,0.0,66.0,1500.0,Automatic,Opel Corsa
22390,3.0,118.0,52935.0,Automatic,Renault Espace
8800,2.0,55.0,110733.0,Manual,Renault Clio
20750,2.0,110.0,64217.0,Automatic,Audi A3
9500,1.0,54.0,4991.0,Manual,Renault Clio
30975,0.0,118.0,15.0,Automatic,Renault Espace
25600,0.0,140.0,1.0,Automatic,Audi A3
31900,1.0,85.0,1.0,Semi-automatic,Audi A3
18500,3.0,81.0,105000.0,Automatic,Audi A3
18470,1.0,70.0,12000.0,Automatic,Audi A1
34580,0.0,100.0,1647.3626086956522,Automatic,Opel Insignia
10990,0.0,55.0,1.0,Manual,Renault Clio
16950,1.0,60.0,10237.0,Manual,Audi A1
16900,3.0,81.0,44000.0,Automatic,Audi A3
33990,0.0,100.0,8.0,Manual,Opel Insignia
27900,3.0,147.0,41508.0,Automatic,Renault Espace
25268,0.0,121.0,1647.3626086956522,Automatic,Opel Insignia
15925,0.0,66.0,100.0,Automatic,Opel Corsa
19888,0.0,70.0,35.0,Manual,Audi A1
26666,1.0,162.0,550.0,Automatic,Renault Clio
10350,3.0,103.0,43000.0,Manual,Opel Insignia
18500,3.0,162.0,49000.0,Semi-automatic,Renault Clio
22450,1.0,125.0,30290.0,Automatic,Opel Insignia
15290,2.0,66.0,21258.0,Manual,Audi A1
15970,2.0,66.0,16137.0,Manual,Audi A1
39280,0.0,165.0,14900.0,Automatic,Renault Espace
16700,3.0,81.0,95000.0,Semi-automatic,Audi A3
14888,3.0,81.0,118366.0,Automatic,Audi A3
24550,1.0,121.0,6000.0,Automatic,Opel Insignia
10990,0.0,56.0,10.0,Manual,Renault Clio
15990,1.0,77.0,19714.0,Automatic,Opel Astra
23900,0.0,85.0,100.0,Manual,Audi A3
14740,2.0,77.0,4200.0,Automatic,Opel Astra
20999,1.0,85.0,21661.0,Manual,Audi A3
21360,0.0,100.0,1.0,Automatic,Opel Astra
18980,0.0,77.0,20.0,Manual,Opel Astra
22499,0.0,71.0,1.0,Manual,Audi A1
13900,1.0,66.0,12010.0,Automatic,Opel Corsa
15850,3.0,81.0,39722.0,Manual,Audi A3
27990,0.0,85.0,3006.0,Automatic,Audi A1
15490,1.0,87.0,19014.0,Automatic,Renault Clio
23400,1.0,85.0,15.0,Automatic,Audi A3
19990,0.0,100.0,10.0,Automatic,Opel Astra
17750,2.0,100.0,17609.0,Manual,Opel Insignia
18625,1.0,100.0,24028.0,Manual,Opel Insignia
15290,2.0,70.0,27930.0,Manual,Audi A1
21600,1.0,85.0,10638.0,Automatic,Audi A3
15090,3.0,85.0,63668.0,Automatic,Audi A1
13200,3.0,66.0,18000.0,Automatic,Opel Corsa
10200,3.0,70.0,28342.0,Semi-automatic,Opel Corsa
10500,2.0,70.0,55000.0,Semi-automatic,Opel Corsa
15900,1.0,66.0,6100.0,Manual,Audi A1
24590,1.0,121.0,39780.0,Automatic,Opel Insignia
15970,3.0,70.0,36950.0,Automatic,Audi A1
12990,3.0,66.0,59835.0,Manual,Audi A1
13500,3.0,81.0,119529.0,Manual,Audi A3
28490,0.0,85.0,5000.0,Automatic,Audi A1
12625,1.0,66.0,22213.0,Automatic,Opel Corsa
39450,0.0,147.0,4950.0,Automatic,Opel Insignia
16445,1.0,66.0,25542.0,Manual,Audi A1
11850,2.0,100.0,97000.0,Automatic,Opel Astra
17290,0.0,81.0,10.0,Manual,Opel Astra
8900,2.0,51.0,15800.0,Manual,Opel Corsa
36990,0.0,125.0,10000.0,Automatic,Opel Insignia
13990,3.0,162.0,71390.0,Automatic,Renault Clio
17992,0.0,92.0,1000.0,Manual,Opel Astra
14490,3.0,100.0,96124.0,Manual,Opel Insignia
16445,1.0,66.0,27763.0,Manual,Audi A1
12550,3.0,87.0,46668.0,Automatic,Renault Clio
9250,2.0,81.0,119000.0,Manual,Opel Astra
12990,3.0,66.0,30000.0,Automatic,Opel Corsa
21900,0.0,71.0,32.0,Manual,Audi A1
13490,1.0,66.0,22286.0,Automatic,Opel Corsa
11950,3.0,66.0,93473.0,Automatic,Renault Clio
13300,3.0,85.0,82089.0,Manual,Audi A1
15990,2.0,110.0,21379.0,Automatic,Opel Astra
15990,0.0,77.0,111.0,Manual,Opel Astra
15750,3.0,110.0,48000.0,Automatic,Opel Astra
8990,3.0,70.0,114000.0,Manual,Opel Astra
19000,3.0,147.0,57000.0,Automatic,Renault Espace
9500,1.0,66.0,18552.0,Manual,Opel Corsa
15590,1.0,87.0,17229.0,Automatic,Renault Clio
14990,1.0,66.0,28059.0,Automatic,Renault Clio
20950,2.0,85.0,27589.0,Automatic,Audi A3
12375,1.0,66.0,3900.0,Automatic,Opel Corsa
22900,1.0,66.0,4560.0,Automatic,Audi A1
24900,3.0,110.0,73000.0,Semi-automatic,Audi A3
18900,2.0,70.0,4250.0,Automatic,Audi A1
16590,1.0,87.0,13510.0,Automatic,Renault Clio
7300,3.0,66.0,104200.0,Manual,Renault Clio
13999,1.0,66.0,8205.0,Automatic,Opel Corsa
21500,1.0,85.0,24000.0,Automatic,Audi A3
20450,1.0,85.0,14541.0,Manual,Audi A3
22285,0.0,100.0,1647.3626086956522,Automatic,Opel Astra
17500,2.0,100.0,34631.0,Manual,Opel Insignia
17480,2.0,103.0,7092.0,Manual,Opel Insignia
14850,2.0,100.0,39151.0,Automatic,Opel Astra
22900,0.0,85.0,10.0,Manual,Audi A1
15450,3.0,81.0,157000.0,Semi-automatic,Audi A3
23660,0.0,85.0,253.0,Automatic,Audi A1
7900,3.0,81.0,156000.0,Manual,Opel Astra
24990,0.0,85.0,10.0,Automatic,Audi A3
12750,3.0,100.0,75709.0,Manual,Opel Insignia
9880,1.0,51.0,26001.0,Manual,Opel Corsa
8750,2.0,51.0,25700.0,Manual,Opel Corsa
11470,2.0,70.0,40000.0,Manual,Opel Astra
23980,1.0,125.0,25400.0,Automatic,Opel Insignia
17240,3.0,92.0,40550.0,Automatic,Audi A1
15500,3.0,81.0,123226.0,Manual,Audi A3
24500,1.0,125.0,26059.0,Automatic,Opel Insignia
25000,0.0,85.0,54.0,Manual,Audi A3
17200,2.0,85.0,24700.0,Manual,Audi A3
14990,1.0,66.0,34334.0,Automatic,Renault Clio
23940,0.0,110.0,12.0,Automatic,Opel Astra
15980,0.0,66.0,518.0,Automatic,Opel Corsa
18890,2.0,100.0,27800.0,Automatic,Opel Insignia
12480,3.0,125.0,145945.0,Automatic,Opel Insignia
20890,1.0,125.0,12813.0,Manual,Opel Insignia
9245,0.0,51.0,1647.3626086956522,Manual,Opel Corsa
25490,1.0,119.0,17057.0,Automatic,Renault Espace
11990,3.0,70.0,36200.0,Manual,Audi A1
20400,1.0,85.0,15574.0,Manual,Audi A3
22990,1.0,121.0,22883.0,Automatic,Opel Insignia
34500,1.0,118.0,4300.0,Automatic,Renault Espace
12990,1.0,66.0,3509.0,Automatic,Opel Corsa
12650,3.0,100.0,89000.0,Manual,Opel Insignia
19900,1.0,85.0,30261.0,Manual,Audi A3
13999,1.0,66.0,15545.0,Automatic,Opel Corsa
15500,3.0,92.0,105149.0,Manual,Audi A3
10905,0.0,66.0,1647.3626086956522,Manual,Opel Corsa
23990,1.0,121.0,11387.0,Automatic,Opel Insignia
26990,0.0,110.0,10.0,Automatic,Audi A3
28840,0.0,85.0,1647.3626086956522,Automatic,Audi A1
26800,0.0,85.0,10.0,Automatic,Audi A3
12545,3.0,88.0,23491.0,Automatic,Renault Clio
22700,1.0,85.0,23900.0,Automatic,Audi A3
18500,0.0,77.0,10.0,Manual,Opel Astra
36975,0.0,146.0,15.0,Automatic,Renault Espace
14980,1.0,92.0,7200.0,Manual,Opel Astra
14990,1.0,81.0,7828.0,Manual,Opel Astra
22790,1.0,121.0,19950.0,Automatic,Opel Insignia
20500,1.0,100.0,35000.0,Manual,Opel Insignia
15390,0.0,66.0,3501.0,Automatic,Opel Corsa
8900,2.0,51.0,45812.0,Manual,Opel Corsa
14700,1.0,100.0,30851.0,Manual,Opel Astra
58500,1.0,294.0,10000.0,Semi-automatic,Audi A3
9971,0.0,54.0,1.0,Manual,Renault Clio
18190,0.0,77.0,5.0,Manual,Opel Astra
11980,2.0,81.0,35350.0,Manual,Opel Astra
22500,0.0,85.0,3000.0,Manual,Audi A1
17500,0.0,81.0,1.0,Manual,Opel Astra
16590,0.0,66.0,10.0,Automatic,Opel Corsa
16990,0.0,81.0,6.0,Manual,Opel Astra
26980,0.0,85.0,1647.3626086956522,Automatic,Audi A1
15065,3.0,92.0,75780.0,Manual,Audi A3
32500,0.0,125.0,2500.0,Automatic,Opel Insignia
23880,1.0,121.0,29440.0,Automatic,Opel Insignia
20990,1.0,110.0,39000.0,Automatic,Audi A3
14480,1.0,66.0,1600.0,Automatic,Opel Corsa
18850,2.0,125.0,22502.0,Manual,Opel Insignia
21425,1.0,125.0,24600.0,Manual,Opel Insignia
15990,2.0,70.0,50589.0,Manual,Audi A1
17990,2.0,81.0,28000.0,Manual,Audi A3
7495,3.0,55.0,42000.0,Manual,Opel Corsa
19900,2.0,85.0,20294.0,Automatic,Audi A1
7900,2.0,55.0,82000.0,Manual,Renault Clio
14750,1.0,77.0,21400.0,Manual,Opel Astra
21950,1.0,100.0,26300.0,Automatic,Opel Insignia
15960,2.0,70.0,21216.0,Manual,Audi A1
18900,1.0,70.0,17535.0,Automatic,Audi A1
9790,1.0,51.0,50.0,Manual,Opel Corsa
13290,1.0,66.0,3500.0,Automatic,Opel Corsa
23500,0.0,85.0,4311.0,Automatic,Audi A3
11980,2.0,81.0,35875.0,Manual,Opel Astra
16500,3.0,85.0,36500.0,Automatic,Audi A1
11290,1.0,66.0,19507.0,Automatic,Opel Corsa
21450,1.0,125.0,12400.0,Manual,Opel Insignia
12650,3.0,100.0,89000.0,Manual,Opel Insignia
17300,3.0,81.0,59000.0,Automatic,Audi A3
17500,2.0,81.0,95000.0,Manual,Audi A3
24490,0.0,85.0,1647.3626086956522,Automatic,Audi A3
15990,1.0,70.0,26212.0,Manual,Audi A1
9750,2.0,55.0,59000.0,Manual,Renault Clio
8490,2.0,54.0,11658.0,Manual,Renault Clio
16880,2.0,70.0,19700.0,Automatic,Audi A1
19950,2.0,77.0,12100.0,Semi-automatic,Opel Astra
16490,1.0,101.0,15258.0,Manual,Opel Insignia
26890,1.0,119.0,10557.0,Automatic,Renault Espace
24080,0.0,81.0,1647.3626086956522,Manual,Opel Insignia
26990,1.0,118.0,4068.0,Automatic,Renault Espace
14900,1.0,100.0,24932.0,Manual,Opel Astra
19940,0.0,110.0,5911.0,Automatic,Opel Astra
7480,3.0,81.0,126530.0,Manual,Opel Astra
22800,0.0,85.0,22.0,Manual,Audi A1
7499,3.0,55.0,39173.0,Manual,Opel Corsa
15880,2.0,125.0,51999.0,Manual,Opel Insignia
21850,1.0,121.0,29300.0,Automatic,Opel Insignia
24500,2.0,81.0,29000.0,Semi-automatic,Audi A3
20500,1.0,85.0,1015.0,Manual,Audi A3
18700,3.0,110.0,31000.0,Automatic,Audi A3
18745,1.0,88.0,18821.0,Automatic,Renault Clio
19870,0.0,85.0,2500.0,Manual,Audi A1
17990,2.0,92.0,20000.0,Manual,Audi A3
23980,1.0,122.0,22500.0,Automatic,Opel Insignia
28989,0.0,125.0,8000.0,Automatic,Opel Insignia
22900,0.0,85.0,1647.3626086956522,Manual,Audi A3
10689,0.0,51.0,10.0,Manual,Opel Corsa
9190,2.0,54.0,36305.0,Manual,Renault Clio
27990,2.0,149.0,27987.0,Automatic,Renault Espace
12900,2.0,81.0,12300.0,Manual,Opel Astra
20640,0.0,110.0,5911.0,Automatic,Opel Astra
15000,3.0,81.0,35000.0,Manual,Audi A3
19000,3.0,118.0,95000.0,Semi-automatic,Renault Espace
14890,1.0,81.0,9000.0,Manual,Opel Astra
14200,3.0,100.0,70000.0,Manual,Opel Insignia
27490,3.0,118.0,35290.0,Automatic,Renault Espace
23600,1.0,110.0,8700.0,Automatic,Audi A3
13980,3.0,125.0,104424.0,Automatic,Opel Insignia
10990,2.0,74.0,3898.0,Manual,Opel Astra
14700,2.0,100.0,70000.0,Manual,Opel Insignia
8490,1.0,66.0,13044.0,Manual,Opel Corsa
11000,0.0,51.0,1.0,Manual,Opel Corsa
16470,1.0,66.0,20407.0,Manual,Audi A1
13663,0.0,66.0,10.0,Automatic,Opel Corsa
